name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
Kepler-355 c,0,,0.24696,25.762294,,,,,,,,,transit,2014.0,14/02/26,19 03 11.8688,+42 48 42.3866,1432.65,1.09,1.066,,6184.0,,Confirmed planets
Kepler-355 b,0,,0.13305,11.03189,,,,,,,,,transit,2014.0,14/02/26,19 03 11.8688,+42 48 42.3866,1432.65,1.09,1.066,,6184.0,,Confirmed planets
Kepler-1690 b,0,,0.251,234.636,,,,,,,,,transit,2020.0,20/09/03,19 12 38,+41 52 41,718.3,,0.87,,5336.5,,Confirmed planets
K2-294 b,0,,0.148,2.50387,,,,,,85.5,1425.0,,transit,2019.0,19/04/04,23 28 12.3956,-07 36 13.2953,377.04,0.99,1.2,0.194,5612.0,,Confirmed planets
HD 86950 b,0,3.6,,1270.0,2.72,0.17,243.0,,,,,,RV,2016.0,16/11/24,10 01 37.6089,-17 19 58.8869,169.0,1.66,8.8,0.04,4805.0,,Confirmed planets
WASP-98 b,0,0.83,1.1,2.96264,0.036,,,,,86.3,1180.0,,transit,2013.0,13/10/22,03 53 42.9206,-34 19 41.5855,284.1,0.69,0.7,-0.6,5525.0,,Confirmed planets
Kepler-26 b,0,0.016097,0.26792,12.282972,,,,,,,,,transit,2014.0,16/01/13,18 59 45.8407,+46 33 59.4380,482.39,0.634,0.571,,4486.0,,Confirmed planets
Kepler-26 c,0,0.019492,0.26792,17.251204,,,,,,,,,transit,2014.0,16/01/13,18 59 45.8407,+46 33 59.4380,482.39,0.634,0.571,,4486.0,,Confirmed planets
Kepler-26 d,0,,0.09751,3.543919,,,,,,,,,transit,2014.0,14/02/26,18 59 45.8407,+46 33 59.4380,482.39,0.634,0.571,,4486.0,,Confirmed planets
Kepler-26 e,0,,0.21962,46.827915,,,,,,,,,transit,2014.0,14/02/26,18 59 45.8407,+46 33 59.4380,482.39,0.634,0.571,,4486.0,,Confirmed planets
Kepler-1408 b,0,,0.079,2.99793191,,,,,,,,,transit,2016.0,16/05/10,18 50 47.9821,+45 25 32.8066,543.39,1.21,1.35,0.0,6170.0,,Confirmed planets
HD 14067 b,0,7.8,,1455.0,3.4,0.533,109.9,,,,,,RV,2014.0,14/09/25,02 17 10.4397,+23 46 04.1920,142.6,2.4,12.4,-0.1,4815.0,,Confirmed planets
Kepler-812 b,0,,0.317,10.11716531,,,,,,,,,transit,2016.0,16/05/10,19 15 25.2709,+48 12 30.7458,1549.19,1.45,1.71,0.02,6761.0,,Confirmed planets
Kepler-1545 b,0,,0.241,163.692349,,,,,,,,,transit,2016.0,16/05/10,19 55 35.7094,+47 27 47.1379,745.379,0.84,0.8,-0.06,5201.0,,Confirmed planets
Kepler-218 c,0,,0.28615,44.699576,,,,,,,,,transit,2014.0,14/02/26,19 41 39.0786,+46 15 59.3649,675.18,1.019,1.063,,5502.0,,Confirmed planets
Kepler-218 b,0,,0.13487,3.619337,,,,,,,,,transit,2014.0,14/02/26,19 41 39.0786,+46 15 59.3649,675.18,1.019,1.063,,5502.0,,Confirmed planets
Kepler-218 d,0,,0.237,124.5244647,,,,,,,,,transit,2016.0,16/05/10,19 41 39.0786,+46 15 59.3649,675.18,1.019,1.063,,5502.0,,Confirmed planets
OGLE-2016-BLG-0613L AB b,1,4.18,,,,,,,,,,,microlensing,2017.0,18/09/20,17 57 02.50,-28 06 58.2,3410.0,,,,,,"Confirmed planets, Planets in binary systems, P-type"
CoRoT-21 b,0,2.26,1.3,2.72474,0.0417,0.0,,,,86.8,1867.0,,transit,2011.0,11/12/13,06 44 12.6302,-00 17 56.9870,1398.8,1.29,1.945,,6200.0,,Confirmed planets
Kepler-239 b,0,,0.21233,11.763051,,,,,,,,,transit,2014.0,14/02/26,19 36 48.5078,+40 39 48.2729,684.6,0.757,0.763,,4914.0,,Confirmed planets
Kepler-239 c,0,,0.22874,56.228098,,,,,,,,,transit,2014.0,14/02/26,19 36 48.5078,+40 39 48.2729,684.6,0.757,0.763,,4914.0,,Confirmed planets
Kepler-1292 b,0,,0.162,3.27646405,,,,,,,,,transit,2016.0,16/05/10,18 59 37.3742,+43 56 56.8655,,0.95,0.93,0.08,5556.0,,Confirmed planets
HAT-P-13 b,0,0.85,1.28,2.916243,0.0426,0.0142,,,,83.3,1504.3,,transit,2009.0,12/04/08,08 39 31.8073,+47 21 07.2756,214.0,1.22,1.56,0.41,5638.0,,Confirmed planets
HAT-P-13 c,0,14.5,,448.2,1.186,0.666,,,,,276.2,,RV,2009.0,14/02/02,08 39 31.8073,+47 21 07.2756,214.0,1.22,1.56,0.41,5638.0,,Confirmed planets
HD 95127 b,0,5.01,,482.0,1.28,0.11,40.0,,,,,,RV,2015.0,15/11/23,10 59 35.08667,+43 48 52.0823,327.0,1.2,20.0,-0.18,4218.0,5.5,Confirmed planets
Gamma Leonis b,2,8.78,,428.5,1.19,0.144,206.7,,157.4,172.1,,,RV,2009.0,15/09/22,10 19 58.427,+19 50 28.53,38.5,1.23,31.88,-0.51,4330.0,,"Confirmed planets, Planets in binary systems, S-type"
WASP-133 b,0,1.16,1.21,2.176423,0.0345,,,,,87.0,1790.0,,transit,2016.0,16/02/04,20 58 18.0896,-35 47 47.7129,547.0,1.16,,0.29,5700.0,,Confirmed planets
Kepler-869 b,0,,0.322,40.4287755,,,,,,,,,transit,2016.0,16/05/10,19 17 41.9012,+50 59 38.7915,965.437,0.97,0.95,0.02,5664.0,,Confirmed planets
Kepler-378 b,0,,0.06835,16.092361,,,,,,,,,transit,2014.0,14/02/26,19 39 47.6677,+46 26 19.1437,154.57,0.666,0.671,,4661.0,,Confirmed planets
Kepler-378 c,0,,0.06379,28.906009,,,,,,,,,transit,2014.0,14/02/26,19 39 47.6677,+46 26 19.1437,154.57,0.666,0.671,,4661.0,,Confirmed planets
Kepler-476 b,0,,0.275,14.00640607,,,,,,,,,transit,2016.0,16/05/10,19 40 39.3094,+43 57 46.9591,,1.03,1.09,0.04,5837.0,,Confirmed planets
Kepler-874 b,0,,0.352,40.0686727,,,,,,,,,transit,2016.0,16/05/10,19 39 49.6484,+43 00 51.5699,1116.45,1.09,1.13,0.03,6020.0,,Confirmed planets
Kepler-1141 b,0,,0.073,2.34451194,,,,,,,,,transit,2016.0,16/05/10,19 22 10.4700,+47 43 33.1758,398.137,1.01,1.07,0.04,5791.0,,Confirmed planets
HD 30669 b,0,0.47,,1684.0,2.69,0.18,82.0,,,,,,RV,2014.0,15/11/21,04 48 28.48561,-28 25 09.4699,57.1,0.92,0.91,0.13,5400.0,4.8,Confirmed planets
Kepler-1003 b,0,,0.159,3.55485691,,,,,,,,,transit,2016.0,16/05/10,19 28 04.9073,+44 52 34.4033,968.054,1.11,1.17,0.01,6109.0,,Confirmed planets
Kepler-158 b,0,,0.1932,16.709184,,,,,,,,,transit,2014.0,14/02/26,18 56 07.7366,+39 46 52.8629,345.84,0.655,0.624,,4623.0,,Confirmed planets
Kepler-158 c,0,,0.17315,28.551383,,,,,,,,,transit,2014.0,14/02/26,18 56 07.7366,+39 46 52.8629,345.84,0.655,0.624,,4623.0,,Confirmed planets
Kepler-995 b,0,,0.241,28.26731672,,,,,,,,,transit,2016.0,16/05/10,18 58 27.7704,+39 07 51.6753,620.424,0.83,0.8,-0.07,5206.0,,Confirmed planets
Kepler-1065 b,0,,0.333,3.60930891,,,,,,,,,transit,2016.0,16/05/10,19 38 02.7170,+38 47 25.7102,1157.54,0.94,0.93,-0.01,5635.0,,Confirmed planets
Kepler-1065 c,0,,0.143,2.37030743,,,,,,,,,transit,2016.0,16/05/10,19 38 02.7170,+38 47 25.7102,1157.54,0.94,0.93,-0.01,5635.0,,Confirmed planets
HD 31253 b,0,0.5,,466.0,1.26,0.3,244.0,,,,,,RV,2010.0,15/11/03,04 54 43.65327,+12 21 07.9133,50.3,1.23,1.71,0.16,5960.0,3.0,Confirmed planets
HIP 97166 b,0,0.063,0.2444,10.28891,0.089,0.16,120.9,,,,757.0,,transit,2021.0,21/10/13,19 44 58.6388,+74 03 45.8533,66.08,0.898,0.836,0.27,5198.0,,Confirmed planets
HIP 97166 c,0,9.9,,16.84,0.124,,178.2,,,,642.0,,RV,2021.0,21/10/13,19 44 58.6388,+74 03 45.8533,66.08,0.898,0.836,0.27,5198.0,,Confirmed planets
Kepler-848 b,0,,0.152,6.91134416,,,,,,,,,transit,2016.0,16/05/10,19 33 09.1820,+48 48 41.8224,1435.54,1.01,1.2,0.15,5695.0,,Confirmed planets
HD 1502 b,0,3.1,,431.8,1.31,0.101,,,,,412.3,,RV,2011.0,12/07/24,00 19 17.0663,+14 03 17.1213,159.0,1.61,4.5,0.09,5049.0,,Confirmed planets
KMT-2019-BLG-0842L b,0,0.03234,,,3.31,,,,,,,,microlensing,2020.0,20/10/08,17 53 50,-29 52 39,3320.0,0.76,,,,,Confirmed planets
Kepler-1372 b,0,,0.113,1.31155557,,,,,,,,,transit,2016.0,16/05/10,19 15 32.7897,+44 50 22.3459,1353.36,0.98,0.97,0.05,5677.0,,Confirmed planets
TOI-2427 b,0,0.0129,0.161,1.3060011,0.0202,,,,,,1117.0,,transit,2022.0,22/01/30,03 29 10.00,-31 21 47.00,28.5,0.64,0.65,,4072.0,,Confirmed planets
HD 89744 A b,2,7.2,,256.0,0.88,0.7,,,,54.0,,,RV,2000.0,12/12/08,10 22 10,+41 13 46,40.0,1.4,2.14,0.18,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-631 b,0,,0.259,17.97979059,,,,,,,,,transit,2016.0,16/05/10,19 47 32.5802,+40 13 41.5902,778.938,1.24,1.33,0.23,6185.0,,Confirmed planets
Kepler-1555 b,0,,0.144,8.10501635,,,,,,,,,transit,2016.0,16/05/10,19 10 32.5146,+45 42 57.8142,,1.04,1.06,0.03,5866.0,,Confirmed planets
HATS-27 b,0,0.53,1.5,4.637038,0.0611,0.29,,,,87.3,,,transit,2016.0,16/07/28,12 54 12.6109,-46 24 44,840.0,1.415,1.74,0.09,6438.0,2.3,Confirmed planets
Kepler-284 b,0,,0.20413,12.699149,,,,,,,,,transit,2014.0,14/02/26,19 32 35.1575,+47 43 46.7509,1266.39,0.923,0.814,,5615.0,,Confirmed planets
Kepler-284 c,0,,0.23785,37.514456,,,,,,,,,transit,2014.0,14/02/26,19 32 35.1575,+47 43 46.7509,1266.39,0.923,0.814,,5615.0,,Confirmed planets
HD 42618 b,0,0.04531,,149.61,0.554,0.19,101.0,,,,,,RV,2016.0,17/11/27,06 12 00.5669,+06 46 59.0573,24.36,1.015,0.999,-0.09,5727.0,,Confirmed planets
KMT-2018-BLG-1976L b,0,1.96,,,2.04,,,,,,,,microlensing,2021.0,21/04/15,17 45 25.00,-35 42 01.00,5840.0,0.65,,,,,Confirmed planets
HD 184010 d,0,0.45,1.28,836.4,1.92,0.0,0.0,,,,,,RV,2022.0,23/02/22,19 31 22,+26 37 02,60.7993,1.35,4.86,-0.17,4971.0,,Confirmed planets
HD 184010 b,0,0.31,1.08,286.6,0.94,0.0,0.0,,,,,,RV,2022.0,23/02/22,19 31 22,+26 37 02,60.7993,1.35,4.86,-0.17,4971.0,,Confirmed planets
HD 184010 c,0,0.3,1.06,484.3,1.334,0.0,0.0,,,,,,RV,2022.0,23/02/22,19 31 22,+26 37 02,60.7993,1.35,4.86,-0.17,4971.0,,Confirmed planets
TOI-1670 b,0,0.0434,0.1838,10.98462,0.103,0.59,163.6,,,86.87,1062.0,,transit,2022.0,22/03/10,17 16 04.00,+72 09 40.00,165.72,1.21,1.316,0.09,6170.0,,Confirmed planets
TOI-1670 c,0,0.63,0.987,40.74976,0.249,0.09,105.5,,,88.84,684.0,,transit,2022.0,22/03/10,17 16 04.00,+72 09 40.00,165.72,1.21,1.316,0.09,6170.0,,Confirmed planets
Kepler-932 b,0,,0.122,1.9214374,,,,,,,,,transit,2016.0,16/05/10,19 47 48.4952,+43 16 19.0828,471.921,0.87,0.84,-0.01,5331.0,,Confirmed planets
HAT-P-26 b,0,0.059,0.565,4.234516,0.0479,0.124,,,,88.6,907.4,,transit,2010.0,13/05/29,14 12 37.5329,+04 03 36.1176,134.0,0.816,0.788,-0.04,5079.0,,Confirmed planets
WASP-74 b,0,0.95,1.56,2.13775,0.037,,,,,79.81,1910.0,,transit,2014.0,14/10/24,20 18 09.3209,-01 04 32.6103,120.0,1.48,1.64,0.39,5990.0,2.0,Confirmed planets
L 363-38 b,0,0.01469,0.179,8.781,0.048,,,,,,330.0,,RV,2023.0,23/10/15,00 43 25,-41 17 43,10.2295,0.21,0.27,,3129.0,,Confirmed planets
HD 82886 b,0,1.3,,705.0,1.65,0.0,,,,,382.7,,RV,2011.0,12/07/24,09 35 45.1827,+34 46 50.6728,125.0,1.06,4.8,-0.31,5112.0,,Confirmed planets
Kepler-109 b,0,,0.215979,6.48163,0.069,,,,,87.0,,,transit,2014.0,14/02/24,19 21 34.2535,+40 17 05.4976,468.1,1.04,1.32,-0.08,5952.0,5.73,Confirmed planets
Kepler-109 c,0,,0.229648,21.2227,0.152,0.03,,,,89.6,,,transit,2014.0,14/02/24,19 21 34.2535,+40 17 05.4976,468.1,1.04,1.32,-0.08,5952.0,5.73,Confirmed planets
Kepler-1598 b,0,,0.085,4.34195123,,,,,,,,,transit,2016.0,16/05/10,19 13 52.5833,+46 47 01.2658,631.114,1.07,1.09,0.04,5940.0,,Confirmed planets
TOI-269 b,0,0.0277,0.2471,3.6977104,0.0345,0.425,74.0,,,88.14,531.0,,transit,2021.0,21/05/03,05 03 23.00,-54 10 40.00,57.023,0.3917,0.398,-0.29,3514.0,,Confirmed planets
CoRoT-11 b,0,2.49,1.39,2.994325,0.04351,0.0,,,,81.41,1593.4,,transit,2010.0,12/07/02,18 42 44.9499,+05 56 15.6521,560.0,1.27,1.37,-0.03,6440.0,,Confirmed planets
WASP-32 b,0,3.6,1.19,2.718659,0.0394,0.018,,,,85.3,1427.6,,transit,2010.0,14/03/20,00 15 50.8077,+01 12 01.5868,278.2,1.1,1.09,-0.13,6100.0,2.42,Confirmed planets
Kepler-1644 b,0,,0.168,21.0907758,,,,,,,,,transit,2016.0,16/05/10,19 01 54.0173,+48 02 05.6714,,0.89,0.86,-0.1,5499.0,,Confirmed planets
TOI-206 b,0,0.0069,0.116,0.7363104,0.0112,,,,,,910.0,,transit,2022.0,22/01/30,04 54 56.93,-62 31 20.53,47.7,0.35,0.35,,3383.0,,Confirmed planets
Kepler-762 b,0,,1.131,3.7705521,,,,,,,,,transit,2016.0,16/05/10,19 25 06.1560,+47 19 46.2429,,1.06,1.08,0.02,5944.0,,Confirmed planets
Kepler-1453 b,0,,0.238,47.1611696,,,,,,,,,transit,2016.0,16/05/10,19 04 30.1267,+47 56 51.2269,1238.24,0.97,0.94,0.01,5665.0,,Confirmed planets
K2-121 b,0,,0.6816,5.185759,,,,,,89.03,,,transit,2018.0,18/07/24,08 27 44.8140,+17 34 45.8040,160.5,0.727,0.686,-0.14,,,Confirmed planets
GJ 15 A b,2,0.00953,,11.4407,0.072,0.094,55.0,,,,,,RV,2014.0,19/10/10,00 18 22.88532,+44 01 22.6282,3.587,0.375,0.3863,-0.32,3567.0,,"Confirmed planets, Planets in binary systems, S-type"
GJ 15 A c,2,0.11327,,7600.0,5.4,0.27,-58.4,,,,,,RV,2018.0,19/10/10,00 18 22.88532,+44 01 22.6282,3.587,0.375,0.3863,-0.32,3567.0,,"Confirmed planets, Planets in binary systems, S-type"
TOI-813 b,0,,0.599,83.8911,0.423,0.0,,,,89.64,610.0,,transit,2020.0,20/01/30,04 50 47,-60 54 20,265.15,1.32,1.94,0.1,5907.0,,Confirmed planets
Kepler-1358 b,0,,0.1,7.06317341,,,,,,,,,transit,2016.0,16/05/10,19 04 40.9319,+43 00 32.0633,555.71,0.82,0.79,-0.08,5181.0,,Confirmed planets
CoRoT-4 b,0,0.72,1.19,9.20205,0.09,0.0,,,,90.0,975.6,,transit,2008.0,08/11/27,06 48 46.7133,-00 40 21.9695,741.6,1.1,1.15,0.05,6190.0,,Confirmed planets
KOI-1194 b,0,,0.108,4.176,0.0446,,,,,,,,transit,2014.0,15/03/18,19 35 13.0601,+38 38 20.8121,538.387,0.674,0.643,,4523.0,,Confirmed planets
KOI-1194 c,0,,0.234,8.708,0.0727,,,,,,,,transit,2014.0,15/03/18,19 35 13.0601,+38 38 20.8121,538.387,0.674,0.643,,4523.0,,Confirmed planets
KOI-1194.02,0,,0.184,14.8622932,0.1038,,,,,,,,transit,2014.0,15/03/18,19 35 13.0601,+38 38 20.8121,538.387,0.674,0.643,,4523.0,,Kepler Objects of Interest
OGLE-2013-BLG-0341L B b,2,0.005223,,,,,,,,,,,microlensing,2014.0,18/09/18,17 52 07.49,-29 50 46.0,911.0,0.1127,,,,,"Confirmed planets, Planets in binary systems, S-type"
TOI-4463 A b,0,0.794,1.183,2.8807198,0.04036,0.0,,,,83.82,1395.0,,transit,2023.0,23/10/15,18 37 26,+18 43 48,173.117,1.06,1.06,0.25,5640.0,,Confirmed planets
HIP 41378 b,0,,0.26,15.5712,,,,,,88.4,,,transit,2016.0,16/06/29,08 26 28.00,+10 04 49.00,116.0,1.15,1.4,-0.11,6199.0,,Confirmed planets
HIP 41378 c,0,,0.228,31.6978,,,,,,89.58,,,transit,2016.0,16/06/29,08 26 28.00,+10 04 49.00,116.0,1.15,1.4,-0.11,6199.0,,Confirmed planets
HIP 41378 d,0,,0.353,156.0,,,,,,,,,transit,2016.0,21/03/31,08 26 28.00,+10 04 49.00,116.0,1.15,1.4,-0.11,6199.0,,Confirmed planets
HIP 41378 e,0,,0.4916,131.0,,,,,,,,,transit,2016.0,21/03/31,08 26 28.00,+10 04 49.00,116.0,1.15,1.4,-0.11,6199.0,,Confirmed planets
HIP 41378 f,0,,0.91,324.0,,,,,,,,,transit,2016.0,21/03/31,08 26 28.00,+10 04 49.00,116.0,1.15,1.4,-0.11,6199.0,,Confirmed planets
HIP 41378 g,0,0.022,,62.06,0.3227,0.06,,,,,605.0,,RV,2019.0,21/04/14,08 26 28.00,+10 04 49.00,116.0,1.15,1.4,-0.11,6199.0,,Controversial
K2-221 b,0,,0.1499,2.39909,,,,,,85.4,,,transit,2018.0,18/07/24,01 06 37.1952,+10 11 22.8507,344.1,1.011,0.948,0.13,,,Confirmed planets
Kepler-952 b,0,,0.682,130.3546919,,,,,,,,,transit,2016.0,16/05/10,19 01 29.2680,+41 59 38.0283,1354.83,1.0,0.99,0.06,5730.0,,Confirmed planets
Kepler-1139 b,0,,0.106,0.81316672,,,,,,,,,transit,2016.0,16/05/10,19 11 46.9470,+39 13 50.0008,502.285,0.94,0.91,0.05,5550.0,,Confirmed planets
Kepler-651 b,0,,0.211,21.38521506,,,,,,,,,transit,2016.0,16/05/10,19 09 19.8676,+46 12 12.6783,517.01,0.92,0.87,-0.04,5522.0,,Confirmed planets
Kepler-1934 b,0,0.00221,0.081,1.41975999,0.0245,0.0,,,,83.77,1700.0,,transit,2021.0,22/02/01,19 23 41,+37 17 14,428.514,0.97,1.04,-0.14,5925.0,,Confirmed planets
HD 202206 b,0,17.4,,255.87,0.83,0.435,,,,,277.6,,RV,2002.0,10/12/30,21 14 57.7684,-20 47 21.1623,46.34,1.13,1.02,0.37,5750.0,,Confirmed planets
HD 202206 c,0,2.44,,1383.4,2.55,0.267,,,,,159.6,,RV,2004.0,10/12/30,21 14 57.7684,-20 47 21.1623,46.34,1.13,1.02,0.37,5750.0,,Confirmed planets
WASP-178 b,0,1.66,1.81,3.3448285,0.0558,0.0,,,,85.7,2470.0,,transit,2019.0,19/10/10,15 09 04.8930,-42 42 17.7891,418.0,2.07,1.67,0.21,9360.0,,Confirmed planets
Kepler-206 c,0,,0.1613,13.137471,,,,,,,,,transit,2014.0,14/02/26,19 26 32.3159,+41 50 01.9187,661.32,1.021,1.185,,5764.0,,Confirmed planets
Kepler-206 b,0,,0.10936,7.781987,,,,,,,,,transit,2014.0,14/02/26,19 26 32.3159,+41 50 01.9187,661.32,1.021,1.185,,5764.0,,Confirmed planets
Kepler-206 d,0,,0.10845,23.44281,,,,,,,,,transit,2014.0,14/02/26,19 26 32.3159,+41 50 01.9187,661.32,1.021,1.185,,5764.0,,Confirmed planets
K2-233 c,0,,0.119,7.06142,0.06687,0.0,,,,88.95,728.0,,transit,2018.0,18/04/26,15 21 55.1981,-20 13 53.9874,67.64,0.8,0.74,0.07,4950.0,,Confirmed planets
K2-233 d,0,,0.236,24.3662,0.1527,0.0,,,,89.35,482.0,,transit,2018.0,18/04/26,15 21 55.1981,-20 13 53.9874,67.64,0.8,0.74,0.07,4950.0,,Confirmed planets
K2-233 b,0,,0.125,2.46746,0.03317,0.0,,,,88.79,1040.0,,transit,2018.0,18/04/26,15 21 55.1981,-20 13 53.9874,67.64,0.8,0.74,0.07,4950.0,,Confirmed planets
WASP-42 b,0,0.5,1.08,4.9816872,0.0548,0.06,,,,88.25,995.0,,transit,2011.0,12/05/15,12 51 55.5580,-42 04 25.0949,160.0,0.884,0.863,0.05,5200.0,,Confirmed planets
K2-393 b,0,0.0193,0.21,10.413181,,,,,,,,,transit,2022.0,22/03/01,23 14 04,-00 04 56,265.914,0.88,1.07,0.076,5678.0,,Confirmed planets
Kepler-1263 b,0,,0.102,4.55139967,,,,,,,,,transit,2016.0,16/05/10,19 05 56.0701,+46 45 09.4484,677.736,0.84,0.8,-0.03,5213.0,,Confirmed planets
Kepler-1680 b,0,,0.121,8.77424,,,,,,,,,transit,2020.0,20/09/03,19 48 18,+39 56 02,313.12,,0.7,,4975.5,,Confirmed planets
TOI-628 b,0,6.33,1.06,3.4095675,0.0486,0.07,286.0,,,88.4,1586.0,,transit,2021.0,21/01/07,06 37 03.00,+01 46 03.00,178.5,1.311,1.345,0.26,6250.0,,Confirmed planets
Kepler-962 b,0,,0.176,12.05707239,,,,,,,,,transit,2016.0,16/05/10,19 41 15.1561,+46 14 14.9841,416.441,0.93,0.86,0.01,5478.0,,Confirmed planets
CoRoT-23 b,0,2.8,1.05,3.6314,0.0477,0.16,,,,85.7,1508.9,,transit,2011.0,11/09/20,18 39 07.8405,+04 21 28.0346,600.0,1.14,1.61,0.05,5900.0,,Confirmed planets
Kepler-1543 b,0,,0.242,6.96710269,,,,,,,,,transit,2016.0,16/05/10,19 48 29.8375,+47 02 13.3411,946.79,1.39,1.65,0.07,6561.0,,Confirmed planets
2M 0746+20 b,0,30.0,0.97,4640.0,2.897,0.487,,,,138.2,,,imaging,2010.0,12/01/20,07 46 42.562,+20 00 32.18,12.21,0.12,0.089,,2205.0,,Confirmed planets
HD 199509 b,0,0.136,0.663,99.62167,0.426,0.373,316.962,,,,,,RV,2022.0,23/10/15,21 09 23,-82 01 39,24.3056,1.04,0.92,-0.308,5796.02,,Confirmed planets
HD 102329 b,0,5.9,,778.1,2.03,0.211,182.0,,,,,,RV,2011.0,17/12/10,11 46 46.6450,+03 28 27.4582,229.0,1.3,6.3,0.3,4830.0,,Confirmed planets
HD 102329 c,0,1.52,,1123.0,2.31,0.209,21.0,,,,,,RV,2016.0,17/12/10,11 46 46.6450,+03 28 27.4582,229.0,1.3,6.3,0.3,4830.0,,Confirmed planets
Kepler-885 b,0,,0.223,18.11472949,,,,,,,,,transit,2016.0,16/05/10,19 14 38.7788,+49 44 13.9345,663.702,1.21,1.35,0.11,6187.0,,Confirmed planets
Kepler-749 b,0,,0.277,17.31716585,,,,,,,,,transit,2016.0,16/05/10,19 59 35.3422,+43 54 14.0975,735.186,0.79,0.75,-0.11,5009.0,,Confirmed planets
Kepler-1341 b,0,,0.267,132.9968322,,,,,,,,,transit,2016.0,16/05/10,18 42 02.8133,+44 09 33.7016,483.582,0.79,0.72,0.19,4662.0,,Confirmed planets
HD 214823 b,0,19.2,,1877.0,3.18,0.154,125.9,,,,,,RV,2016.0,17/11/27,22 40 19.8703,+31 47 15.3456,94.43,1.22,,0.17,6215.0,2.7,Confirmed planets
HD 332231 b,0,0.244,0.867,18.71204,0.1436,0.032,47.0,,,89.68,876.0,,transit,2020.0,20/05/21,20 26 57.9179,+33 44 40.0246,80.85,1.13,1.28,0.036,6089.0,,Confirmed planets
Kepler-936 b,0,,0.129,10.56134221,,,,,,,,,transit,2016.0,16/05/10,19 34 18.6712,+46 44 10.7114,,0.92,0.89,0.05,5482.0,,Confirmed planets
Upsilon Andromedae A b,2,1.78,,4.61716,0.059408,0.011769,51.14,,7.28,22.99,1440.1,,RV,1996.0,15/03/16,01 36 48,+41 24 38,13.47,1.27,1.631,0.09,6212.0,3.1,"Confirmed planets, Planets in binary systems, S-type"
Upsilon Andromedae A c,2,10.78,,241.02,0.83158,0.247042,248.74,,256.34,10.09,375.6,,RV,1999.0,15/03/16,01 36 48,+41 24 38,13.47,1.27,1.631,0.09,6212.0,3.1,"Confirmed planets, Planets in binary systems, S-type"
Upsilon Andromedae A d,2,8.86,,1282.57,2.533539,0.24909,253.27,,9.97,28.3,218.0,,RV,1999.0,15/03/16,01 36 48,+41 24 38,13.47,1.27,1.631,0.09,6212.0,3.1,"Confirmed planets, Planets in binary systems, S-type"
Upsilon Andromedae A e,2,1.059,,3848.86,5.2456,0.00536,,,,,150.6,,RV,2010.0,15/03/16,01 36 48,+41 24 38,13.47,1.27,1.631,0.09,6212.0,3.1,"Controversial, Planets in binary systems, S-type"
Kepler-1525 b,0,,0.081,2.41660118,,,,,,,,,transit,2016.0,16/05/10,19 22 14.2805,+49 56 34.8625,387.252,1.07,1.04,0.27,5748.0,,Confirmed planets
Kepler-38 (AB) b,1,,0.39641678,105.595,0.4644,0.032,,,,90.182,,,transit,2012.0,12/08/24,19 07 19,+42 16 45,1215.8,,,,,,"Confirmed planets, Planets in binary systems, P-type"
HD 95544 b,0,6.84,,2172.0,3.386,0.043,179.0,,,,156.5,,RV,2021.0,21/07/13,11 05 18.9816,+81 02 21.0624,88.02,1.09,1.088,0.11,5722.0,,Confirmed planets
OGLE-2016-BLG-1227L b,0,0.79,,,3.4,,,,,,,,microlensing,2020.0,20/03/19,17 42 23,-33 45 35,,0.1,,,,,Confirmed planets
HD 49674 b,0,0.115,,4.9437,0.058,0.23,,,,,969.8,,RV,2002.0,10/12/22,06 51 30.5163,+40 52 03.9255,40.7,1.07,0.94,0.25,5482.0,,Confirmed planets
Kepler-1476 b,0,,0.149,10.35863224,,,,,,,,,transit,2016.0,16/05/10,18 58 07.7045,+43 59 23.7500,1032.1,0.98,0.96,0.06,5663.0,,Confirmed planets
HD 11977 b,0,6.5,,621.6,1.89,0.3,35.5,,,,,,RV,2005.0,15/05/24,01 54 56.1320,-67 38 50.2946,66.5,2.31,13.0,-0.16,4975.0,,Confirmed planets
KMT-2021-BLG-1391L b,0,0.01432,0.176,,2.29,,,,,,,,microlensing,2022.0,23/10/15,18 02 44,-28 03 38,5720.0,0.37,,,,,Confirmed planets
Kepler-93 b,0,0.0126,0.1319,4.72673978,0.053,0.0,,,,0.1765,,,transit,2014.0,15/01/06,19 25 40.3888,+38 40 20.4113,96.7,0.911,0.919,-0.18,5669.0,6.6,Confirmed planets
Kepler-93 c,0,,,,,,,,,,,,RV,2014.0,15/01/06,19 25 40.3888,+38 40 20.4113,96.7,0.911,0.919,-0.18,5669.0,6.6,Controversial
Epsilon Indi A b,2,2.71,,19205.51,12.82,0.01,88.56,,,,,,RV,2018.0,18/03/24,22 03 21.6542294981,-56 47 09.537018193,3.6389,0.762,0.732,-0.06,4568.0,,"Confirmed planets, Planets in binary systems, S-type"
